// 각 줄에서 겹슬래시 "//" 및 별슬래시 "/*"에 이어지는 텍스트는 모두 주석으로 취급됩니다.
// 번역 파일에 별슬래시를 사용하여 주석을 작성하면 추출 파일에도 가능한 보존됩니다.
// "//*"와 같이 사용하면 겹슬래시로 취급됩니다.
// 
// 이름 추출시 아래와 같은 형태로 기록됩니다.
// 
// 키(원본 이름)->활성 이름
// 
// 키: 각 이름을 참조하는 고유값입니다. 다르거나 잘못 기입하면 번역이 적용되지 않습니다.
// 원본 이름: 키가 가리키는 원래 이름입니다.
// 활성 이름: 추출 시점에서 해당하는 키에 적용된 이름입니다. 이 부분을 수정한 파일을 정해진 경로에 위치시키면 림월드 실행 시 해당 이름으로 번역됩니다.
// 
// 이름은 "이름 [별명] 성" 세트로 구성되거나 단일 낱말입니다.
// 이름의 각 구성 요소 내부의 공백은 반영되나, 양 끝의 공백은 제거됩니다.
// 예를 들어, 별명 부분이 "  슝 좍  " 인 경우 "슝 좍"으로 적용됩니다.
// 
// 추출된 이름은 번역 파일 내에서 활성 이름을 기준으로
// 1. 각 요소가 모두 원본과 다른 이름 (완전히 번역된 이름)
// 2. 이름과 성은 원본과 다르지만 별명만 같은 이름
// 3. 이름이나 성 중 하나라도 원본과 같은 이름
// 순서로 정렬됩니다.
// 
// 번역 파일의 위치는 '모드 폴더/Languages/사용 언어 폴더/Strings/Names' 이며, 파일 이름은 변경되어선 안됩니다.

// 1. [Fully Translated]
60dc9de6(Kyphis [Bard] Talrathian)->카이피스 [바드] 탈라시안
e15bbd70(Codie [Kaneki] Banfield)->코디 [카네키] 밴필드
02190e99(Mikhail [Batson] Batson)->미하일 [뱃슨] 뱃슨
5101ad40(John [Late] Conover)->존 [레이트] 코노버
8b3a1c01(Joakim [Nilssen] Nilssen)->요아킴 [닐센] 닐센
f7965fea(Justin [Tinman] St-Amant)->저스틴 [틴맨] 생-아망
54e916fa(Damola [Dammy] Akintoye)->다모라 [다미] 아킨토예
17e8245d(Kinan [Kiki] La Banane)->키난 [키키] 라 바난
2dab8a00(Ulikura [Husky] Rewantaz)->울리쿠라 [허스키] 레반타즈
a30c843b(Bill [Bildo] Fenzle)->빌 [빌도] 펜즐
a147ae9a(Maik [Wage] Wagefeld)->마이크 [웨이지] 바게펠트
c67273d2(Peter [Pete] Mandread)->피터 [피트] 맨드레드
33edc562(Philip [Tenor] Bye)->필립 [테너] 바이
d238259a(Charlie [Fellin] Fellin)->찰리 [펠린] 펠린
00f80799(Tokage [Tokage] Yatsuji)->토카게 [토카게] 야츠지
27664efc(Sebastien [Seb] Noel)->세바스티앙 [세브] 노엘
4c2f6842(Peter [Pete] Hurst)->피터 [피트] 허스트
baf8d427(William [Bill] Grapevine)->윌리엄 [빌] 그레이프바인
fe6ced14(Escher [Hering] Hering)->에셔 [헤링] 헤링
6536655c(Gloric [Gloric] Alfihar)->글로릭 [글로릭] 알피하르
36ab8846(Drew [Miracles] Miracles)->드루 [미라클스] 미라클스
ca66047c(Craig [Undie] Finlay)->크레이그 [언디] 핀레이
4c2256bd(Marin [Marin] Vittet)->마린 [마린] 비테트
975172ed(Lambertus [Lambertus] De Keurige)->람베르투스 [람베르투스] 더 쾨러허
60ae442b(Ryan-lee [Giddy] Giddy)->라이언-리 [기디] 기디
f52f47bd(John [Sparky] Clark)->존 [스파키] 클라크
5b70d2d7(Jonas [Joni] Buch)->조나스 [조니] 부흐
a1b05ca4(Matthew [Matthew] Cully)->매튜 [매튜] 컬리
7294c472(Craig [Raisin] Uncles)->크레이그 [건포도] 엉클스
de6b485d(Mathias [Mathias] Schwörer)->마티아스 [마티아스] 슈뵈러
31d7e76f(Gareth [Rosco] Henry)->가레스 [로스코] 헨리
e42655c0(Brandon [Brandon] Absurd)->브랜던 [브랜던] 앱서드
eba921de(Tyler [Hofer] Hofer)->타일러 [호퍼] 호퍼
01c1f4b8(Chris [Beare] Beare)->크리스 [베어] 베어
4ecef902(Garreth [Gaz] Eccleston)->가레스 [가즈] 에클스턴
22f1e640(KangJun [Jun] Lang)->강준 [준] 랑
77b67f42(Joseph [Jo] Catrambone)->조셉 [조] 카트람보네
9a256335(Maarten [Maarten] Degenhart)->마르텐 [마르텐] 데겐하르트
eaa0ea0e(Jordan [Jordan] Alvarez)->조던 [조던] 알바레스
d73acce5(Joseph [Joey] Cain)->조셉 [조이] 케인
43be9ba0(James [Vezuvian] Vezuvian)->제임스 [베주비안] 베주비안
e87573bd(Lee [Bridgeford] Bridgeford)->리 [브리지포드] 브리지포드
b1466b78(Kason [Kason] Khan)->카슨 [카슨] 칸
808285ed(Chad [Strick] Strickland)->채드 [스트릭] 스트릭랜드
4be49e2f(Josh [Bach] Bach)->조쉬 [바흐] 바흐
bcb3d2db(William [Labs] Labriola)->윌리엄 [랍스] 라브리올라
47ecedb5(Markus [Marcius] Zenz)->마르쿠스 [마르키우스] 젠츠
a3498db5(Peter [Peter] Entwistle)->피터 [피터] 엔트위슬
0842822b(Mael [McAdorell] McAdorell)->마엘 [맥아도렐] 맥아도렐
bc3b025f(Dave [Paddy] Kilpatrick)->데이브 [패디] 킬패트릭
f631ac5b(Tim [Cegledi] Cegledi)->팀 [체글레디] 체글레디
a38a1be5(Jacob [Jacob] Chapman)->제이콥 [제이콥] 채프먼
d90b2ede(Tergel [Tergel] Altankhuyag)->테르겔 [테르겔] 알탄쿠야그
e8072937(Kevin [Kevin] Haight)->케빈 [케빈] 하이트
22637535(Jonas [Hildre] Hildre)->조나스 [힐드레] 힐드레
7be7bcb2(Denis [Storojenko] Storojenko)->데니스 [스토로옌코] 스토로옌코
e96802e2(Jeremy [Alex] Stover)->제레미 [알렉스] 스토버
3d0f72bb(Igor [Gregor] Gregorio)->이고르 [그레고르] 그레고리오
cc5baae2(Durward [Noonen] Noonen)->더워드 [누넨] 누넨
21b5ffd3(Darrel [Roman] Reily)->대럴 [로만] 레일리
bf5da74e(Brian [Muscles] Nienow)->브라이언 [머슬스] 니노우
ef7b4f5f(David [David] Solomon)->데이비드 [데이비드] 솔로몬
7817fa34(Sean [Sean] Bowers)->숀 [숀] 바워스
8c2d1e6f(Alexander [von Orloff] von Orloff)->알렉산더 [폰 오를로프] 폰 오를로프
d4c012dd(Sean [Kovi] Kovi)->숀 [코비] 코비
1f29c878(Chance [Barnes] Barnes)->찬스 [반스] 반스
5746a38d(Jorrick [Jorrick] Wubs)->요릭 [요릭] 우브스
ae750735(Rémy [Rémy] Guillemeau)->레미 [레미] 기예모
fca27322(Antonio [Tonio] Amoroso)->안토니오 [토니오] 아모로소
6032648c(Jackson [Jake] deVos)->잭슨 [제이크] 더폭스
070596b3(Leonid [Lanzer] Bloodhammer)->레오니드 [랜저] 블러드해머
9d324759(Charles [Chase] Slayden)->찰스 [체이스] 슬레이든
f8e53462(Ramiro [Miro] Zed)->라미로 [미로] 제드
45889ada(Emmanuel [Emmanuel] Trujillo)->엠마누엘 [엠마누엘] 트루히요
2cbc3c74(Luke [Barnesy] Barnes)->루크 [바네시] 반스
f40a6996(Eric [Leikach] Leikach)->에릭 [라이카흐] 라이카흐
192b29ff(Simon [Paterson] Paterson)->사이먼 [패터슨] 패터슨
3912e87d(Kaleb [Muffin] Klumpp)->칼렙 [머핀] 클럼프
823496b8(Rylan [Rylan] Smith)->라일란 [라일란] 스미스
e9ac2fe9(Fabien [Fabien] Grelot)->파비앙 [파비앙] 그렐로
285a49e6(Karl [Chef] Johnson)->카를 [셰프] 존슨
978a0f33(Cal [Stanley] Stanley)->칼 [스탠리] 스탠리
ae527fde(Jacob [Syn] Jameson)->제이콥 [신] 제임슨
7e408f83(Gary [Gary] Parenteaux)->게리 [게리] 파렌토
980b20b5(Tero [Tero] Miettinen)->테로 [테로] 미에티넨
73abf1de(Cillion [Chilly] Godchild)->실리언 [칠리] 갓차일드
9192aebe(Robi [Robsen] Dobi)->로비 [롭센] 도비
f98e4f00(Luke [Pusa] Pusateri)->루크 [푸사] 푸사테리
3d051d1e(Alan [Shrew] Hagan)->앨런 [땃쥐] 하간
c6324c4e(Jaakko [Process] Jarvelainen)->야코 [프로세스] 야르벨라이넨
083949b4(Anatol [Thunder] Brochoski)->아나톨 [썬더] 브로초스키
982170ff(Khan [Sierra] Khaar)->칸 [시에라] 카르
521b27ff(Jack [Knox] Knox)->잭 [녹스] 녹스
467dfb71(Derek [Cobra] Carter)->데릭 [코브라] 카터
fa29c2b4(Samuel [Sam] Envis)->사무엘 [샘] 엔비스
f56eab22(Michael [Mike] Holder)->마이클 [마이크] 홀더
847d721a(Nathan [Nate] La Sota)->네이선 [네이트] 라 소타
92c87c29(Robert [Bob] Gates)->로버트 [밥] 게이츠
96b76bc5(Geoff [Corgi] Halder)->제프 [코기] 할더
434f6a34(Brandon [Silver] Sandefur)->브랜던 [실버] 샌더퍼
e9933714(Julian [Demi] Heisz)->줄리안 [데미] 하이스
3591f4f8(Jonathan [Flick] Moriarty)->조너선 [플릭] 모리아티
2a4227a1(Conor [Killeen] Killeen)->코너 [킬린] 킬린
9cedc2a7(Christopher [Christopher] Loental)->크리스토퍼 [크리스토퍼] 로엔탈
cfe607a9(Niels [Niels] Bagger)->닐스 [닐스] 배거
c521d04c(Niru [Ishi] Ishida)->니루 [이시] 이시다
b3d6eabb(Jackson [Jackson] McCray)->잭슨 [잭슨] 맥크레이
47911538(Leighton [Shephard] Shephard)->레이튼 [셰퍼드] 셰퍼드
743bcfc5(Darryn [Pierce] Pierce)->대린 [피어스] 피어스
82c88c08(Jeremy [John] Davenport)->제레미 [존] 데이븐포트
1bc4b633(Yu Hua [Chen] Chen)->위화 [천] 천
9b6bbbee(Dustin [Ducky] Trahan)->더스틴 [더키] 트라한
4709246a(Kairu [Kairu] Magill)->카이루 [카이루] 매길
eec20d20(Jose [Daon] Guzman)->호세 [다온] 구스만
1c1f7fdb(Eric [Eric] Willcox)->에릭 [에릭] 윌콕스
e618d944(Cory [Lee] Lee)->코리 [리] 리
0dd197d3(David [Dave] Gibson)->데이비드 [데이브] 깁슨
532abedb(Kai [Zhao] Zhao)->카이 [자오] 자오
56e6cebf(Kyle [Spaulding] Spaulding)->카일 [스폴딩] 스폴딩
048b2791(George [Fox] Teyr)->조지 [여우] 테이르
4935318f(Rhys [Rhys] Machielse)->리스 [리스] 마히엘서
4dcff13a(Katie [Madison] Anglyn)->케이티 [매디슨] 앵글린
856a0ad5(Ian [Dr Watson] Watson)->이안 [닥터 왓슨] 왓슨
3b744961(Clement [Kitty] Silvers)->클레멘트 [키티] 실버스
251fade5(Tim [Altstadt] Altstadt)->팀 [알트슈타트] 알트슈타트
e0e259d0(Tjark [Kluette] Kluettermann)->차르크 [클뤼테] 클뤼테만
f9eefde5(Tengil [Tengil] Befriare)->텐길 [텐길] 베프리아레
cbcb4707(Felix [Flix] Wiegand)->펠릭스 [플릭스] 비간트
56e518ce(Michael [Mikey] Kuiper)->마이클 [마이키] 카이퍼
965fb7b4(Dennis [Blacky] Manojlovic)->데니스 [블래키] 마노일로비치
a7723daa(Kyu [Kyu] Fubuki)->큐 [큐] 후부키
f0125764(Michael [Mike] Storey)->마이클 [마이크] 스토리
a5a26d87(Lennart [Lenny] Grabbe)->레나트 [레니] 그라베
c4780616(Jack [Jack] Salvador)->잭 [잭] 살바도르
3271d24e(Liam [Dougie] Dougan)->리암 [더기] 더건
e38954bb(Michel [Micho] Nygren)->미셸 [미초] 니그렌
beee1311(Kody [Wilson] Wilson)->코디 [윌슨] 윌슨
8891ab74(Nikolai [Nik] Patzak)->니콜라이 [닉] 파트자크
6c4c9060(Kai [Kai] Grey)->카이 [카이] 그레이
cb25d76e(Andreas [Badum] Badum)->안드레아스 [바둠] 바둠
46dbc38d(Martin [Martin] Defender)->마틴 [마틴] 디펜더
06a8ea1f(George [Beardy] Klann)->조지 [비어디] 클란
66f5eccb(Nathan [Nyberg] Nyberg)->네이선 [뉘베리] 뉘베리
c959ca11(Connor [Tulky] Tulk)->코너 [털키] 털크
bf5498f5(Jack [Jack] Dawson)->잭 [잭] 도슨
8330f03c(Jack [Jack] Bennington)->잭 [잭] 베닝턴
4bb6d766(Maximilian [Maximilian] Rothe)->막시밀리안 [막시밀리안] 로테
37c4c365(Jeremy [Boyd] Boyd)->제레미 [보이드] 보이드
9ad27ab7(Alexander [Knave] Traw)->알렉산더 [네이브] 트로
fb64b33e(Bennie [Ben] Monnem)->베니 [벤] 모넴
f54bac56(Darman [Ender] Fett)->다르만 [엔더] 페트
83b26302(Stanfield [Cosmic] Chui)->스탠필드 [코스믹] 추이
be537b17(Ari [Ari] D'Urso)->아리 [아리] 두르소
c2ce74bb(Jason [Ajax] Hartenstein)->제이슨 [아약스] 하르텐슈타인
2f252631(Petro [Petro] Rivera)->페트로 [페트로] 리베라
1e095a0d(Toni [Kurt] Kurt)->토니 [쿠르트] 쿠르트
f0643bd1(Calixtus [Cal] Virisol)->칼릭스투스 [칼] 비리솔
231ef1f7(Boyu [Leo] Liu)->보위 [레오] 류
d4c226a8(Lars [Lasse] Ryland)->라스 [라세] 라일랜드
6be55d42(Jesse [Stealer] Sowle)->제시 [스틸러] 소울
60199c29(Jeremy [Sarge] Page)->제레미 [병장] 페이지
0018f7f2(Troy [Furmaniak] Furmaniak)->트로이 [푸르마니아크] 푸르마니아크
120aa2cc(Dennis [Dennis] Dollase)->데니스 [데니스] 돌라제
2fc817c6(Maxfield [Max] Atturio)->맥스필드 [맥스] 아투리오
e07b0261(Thomas [Tom] Kunz)->토마스 [톰] 쿤츠
5aac915a(Matthew [Herb] Jobson)->매튜 [허브] 잡슨
be468035(Austin [Nogas] Nogas)->오스틴 [노가스] 노가스
426e9dc4(Joseph [Joey] Novotny)->조셉 [조이] 노보트니
03934abc(Nishnat [Nishnash] Mishra)->니시내트 [니시내시] 미슈라
8d29f8bc(Michael [Thatch] Thatcher)->마이클 [대치] 대처
ab19c15f(Liam [Liam] Dixon)->리암 [리암] 딕슨
518ec054(Chris [Fox] Fox)->크리스 [폭스] 폭스
0ec8ceca(Devin [Dev] Rocco)->데빈 [데브] 로코
2e1fad0e(Cadwell [Thum] Thum)->캐드웰 [툼] 툼
2f0b45b1(Frederik [Fred] Maass)->프레데릭 [프레드] 마스
9ffdd9e6(Bjorn [Bjoernen] Ekstrom)->비요른 [비외르넨] 에크스트롬
9daaa4a1(Taizo [Simpson] Simpson)->타이조 [심슨] 심슨
fadcfdec(Michael [Mike] Lockheart)->마이클 [마이크] 록하트
bad52f24(Alejandro [Alex] Ura)->알레한드로 [알렉스] 우라
4f96254c(Diego [Pooki] Stokka)->디에고 [푸키] 스토카
93d0e263(Chris [Chris] Olszewski)->크리스 [크리스] 올셰프스키
a85a51cd(Daniel [Dan] Shaffer)->다니엘 [댄] 셰이퍼
bf69f99e(Austin [Foot] Waller)->오스틴 [풋] 월러
47246ae1(Dylan [Dylan] Sherman)->딜런 [딜런] 셔먼
daa4d2eb(Joseph [Joe] Zupko)->조셉 [조] 주프코
57d03672(Chris [Chris] Converso)->크리스 [크리스] 콘베르소
05acb588(James [DiBlasi] DiBlasi)->제임스 [디블라시] 디블라시
7296590f(Eric [Eric] Dawson)->에릭 [에릭] 도슨
98a858d8(Alan [Alan] Akers)->앨런 [앨런] 에이커스
263d2b52(Hugo [Soap] Lee)->휴고 [비누] 리
a98c8d44(Robert [Bob] Uttley)->로버트 [밥] 어틀리
640cdda2(Jesse [Denham] Denham)->제시 [데넘] 데넘
965d6a61(Mark [Hobbes] Holman)->마크 [홉스] 홀먼
9a26ee6e(Hollis [Hollis] Brownell)->홀리스 [홀리스] 브라우넬
f7434c50(Finley [Finn] Rollins)->핀리 [핀] 롤린스
35b2049c(Jack [Jack] Auduin)->잭 [잭] 오뒤앵
e7603e81(Carter [Carter] Radcliffe)->카터 [카터] 래드클리프
4d591802(Zackery [Zack] Nichols)->재커리 [잭] 니콜스
7f4d8106(Sakelarios [Rabbit] Kouskoutis)->사켈라리오스 [토끼] 쿠스쿠티스
1d75dcab(Aurolino [Auro] Koller)->아우롤리노 [아우로] 콜러
20d20817(Graham [Gaz] Sherwood)->그레이엄 [가즈] 셔우드
361d669c(Quin [Zed] Kamholtz)->퀸 [제드] 캄홀츠
6c551947(Brandon [Davey] Davey)->브랜던 [데이비] 데이비
a748cc1d(Eric [Pan] Regn)->에릭 [판] 레인
2c9e34ad(Timothy [Tim] McDonald)->티모시 [팀] 맥도날드
e6ec3546(Michael [Mikey] Lawrence)->마이클 [마이키] 로렌스
6e3b664d(Alexander [Alex] Hartwig)->알렉산더 [알렉스] 하트윅
a524e313(Joergen [Joergen] Horverak)->외르겐 [외르겐] 호르베라크
c2d195af(David [Roadie] Muench)->다비트 [로디] 뮌히
57ced824(Braydon [Bray] Mosnar)->브레이든 [브레이] 모스나르
17736ecb(Nico [Hun] Jakobs)->니코 [헌] 야콥스
09e07aa8(Billy [Billy] Brooks)->빌리 [빌리] 브룩스
30b9f7b1(Martin [Lyno] Lyne)->마틴 [리노] 라인
dc89feb6(Jacob [Ekl] Eklund)->제이콥 [에클] 에클룬드
8a1123bf(Thomas [Roady] Schlehan)->토마스 [로디] 슐레한
a33f58ef(Buzz [Buzz] Franky)->버즈 [버즈] 프랭키
ad42c714(Achim [Achim] Pauly)->아킴 [아킴] 파울리
f39cbb82(Walter [Bonacci] Bonacci)->월터 [보나치] 보나치
76074368(Kenneth [Grizz] Einarsen)->케네스 [그리즈] 아이나르센
03644e33(Mike [Mike] Streather)->마이크 [마이크] 스트리더
11a7707a(Robert [Bob] Barr)->로버트 [밥] 바
5661defa(Fabian [Fabi] Hammerbacher)->파비안 [파비] 함머바허
1eb261bc(Edmund [Ed] Carlonus)->에드먼드 [에드] 카를로누스
7f1c37c5(Adam [Adam] Svensson)->아담 [아담] 스벤손
987c8b25(Ben [Keattch] Keattch)->벤 [키치] 키치
daeeb0c3(Elred [Elred] Nimoy)->엘레드 [엘레드] 니모이
a05960df(Jarith [Jar] Sentynal)->자리스 [자르] 센티널
dbbebea1(Morgan [Cranberry] Hurst)->모건 [크랜베리] 허스트
09cc55e2(Alexander [Von] Voinovich)->알렉산더 [폰] 보이노비치
e9a20ebd(Julius [Bubby] Sparrow)->줄리어스 [버비] 스패로우
6eb93e70(David [David] Park)->데이비드 [데이비드] 파크
a197bbf2(Chase [Slak] Johnston)->체이스 [슬락] 존스턴
9c1b2d58(Chris [Koala] Quale)->크리스 [코알라] 콸레
f9593259(Brian [Hiroshi] Takeda)->브라이언 [히로시] 다케다
f9cc4dfe(Oliver [Bunny] Vo)->올리버 [버니] 보
3546360c(Jashua [Jash] Fernandez)->재슈아 [재쉬] 페르난데스
6e5f7b05(Derek [Woody] Woodhams)->데릭 [우디] 우드햄스
70adf2c8(John [Speights] Speights)->존 [스페이츠] 스페이츠
8344de6c(Elysia [Eve] Vale)->엘리시아 [이브] 베일
5091b21d(Nikola [Niko] Maric)->니콜라 [니코] 마리치
decc98f1(Simo [Gizmo] Nyyssönen)->시모 [기즈모] 뉘쇠넨
388e3223(Matthew [Doc] Cunningham)->매튜 [닥터] 커닝햄
bed811c7(Dennis [Dennis] Calandra)->데니스 [데니스] 칼란드라
84342048(Brendan [Brendan] Wilson)->브렌던 [윌슨] 윌슨
2655a8de(Brandon [Ray] Raymer)->브랜던 [레이] 레이머
e3cf0f37(Troy [Thor] Thormond)->트로이 [토르] 토르몬드
3166791c(Evan [Wasson] Wasson)->에반 [와슨] 와슨
c163a54c(Greg [Buzarde] Buzarde)->그렉 [뷔자르드] 뷔자르드
8561a98c(Jacob [Red] Brown)->제이콥 [레드] 브라운
d4bd97fc(Negan [Batson] Batson)->네건 [뱃슨] 뱃슨
b5480ad8(Wes [Charlie] Charles)->웨스 [찰리] 찰스
0e35a31e(Zachary [Karling] Jones)->재커리 [칼링] 존스
a4d992f3(Steven [Steve] Dierolf)->스티븐 [스티브] 디어롤프
64d9b933(Jan [Janwaat] Waatsveen)->얀 [얀바츠] 바츠베인
026c2401(Alex [Gunn] Newman)->알렉스 [건] 뉴먼
ee8e2cff(Ville [ViTo] Toppari)->빌 [비토] 톱파리
a1f50078(Lukas [Schuri] Schurius)->루카스 [슈리] 슈리우스
4dbf7b09(Daniel [Dan] Twom)->다니엘 [댄] 트웜
7809acc0(Diogo [Digas] Jaime)->디오고 [디가스] 제이미
7d8e2dd9(Fletcher [Hazeldean] Hazeldean)->플레처 [헤이즐딘] 헤이즐딘
05190ad5(Davik [Davik] Riley)->다비크 [다비크] 라일리
9d583798(Ravis [Agate] Agate)->라비스 [애거트] 애거트
f7f20475(Paul [Ziggy] Ziegler)->파울 [지기] 지글러
618c8dbf(Daniel [Stotty] Stott)->다니엘 [스토티] 스토트
9756442a(Austin [Aug] Knutson)->오스틴 [어그] 크누트손
1761f38d(John [Johny] Marston)->존 [조니] 마스턴
2fbe0a5c(Aleksandr [Sasha] Rudenko)->알렉산드르 [사샤] 루덴코
ca159ea3(Gabe [Parrish] Parrish)->게이브 [패리시] 패리시
d3c2cbc1(George [Hallsy] Halls)->조지 [홀시] 홀스
f6e4adfc(Corey [Strad] Swank)->코리 [스트라드] 스웽크
8b499118(Adam [Adda] Middleton)->아담 [아다] 미들턴
ed8f675a(Zachary [Zach] Momchilovich)->재커리 [잭] 몸칠로비치
2a984fe7(Caleb [Yarnell] Yarnell)->칼렙 [야넬] 야넬
d5a977b6(Marc [Bob] Becker)->마크 [밥] 베커
755e1498(Aghamyr [Aghamyr] Hlaiwa)->아가미르 [아가미르] 흘라이와
1c1fb584(Alexander [Sasha] Lisin)->알렉산더 [사샤] 리신
6f3e01f4(Lawton [Lawton] Kariher)->로턴 [로턴] 캐리허
ea90dff1(Mathis [No] No)->마티스 [노] 노
22f227d4(Nicholas [Nick] Churchill)->니콜라스 [닉] 처칠
6e4c22ee(Reijo [Repa] Ritari)->레이조 [레파] 리타리
53c5bfb5(Branden [Bo] Smith)->브랜던 [보] 스미스
2f3fdbe7(Gustavo [Nino] Lupatelli)->구스타보 [니노] 루파텔리
f38decbc(Christian [Soup] Aranzamendez)->크리스티안 [수프] 아란자멘데스
9f790c67(Haven [Haven] Weko)->헤이븐 [헤이븐] 웨코
ce62c1a0(Henri [Henri] Kuusisto)->앙리 [앙리] 쿠시스토
01a5d5e7(Rich [Lindberg] Lindberg)->리치 [린드버그] 린드버그
5b808e96(Brynjolf [Brynjolf] Halvorson)->브린욜프 [브린욜프] 할보르손
1f9c9811(Wesley [Richie] Lum)->웨슬리 [리치] 럼
2c1b5669(Marque [Shady] Anuir)->마르케 [셰이디] 아누이르
65a3655e(Alexandre [Alex] Guermouche)->알렉상드르 [알렉스] 게르무슈
02126042(Justin [Grell] Grell)->저스틴 [그렐] 그렐
13ff8384(Joshua [Jot] Scott)->조슈아 [조트] 스콧
da4cf09e(Eddie [Dyer] Dyer)->에디 [다이어] 다이어
52875703(Thilo [Falo] Schulz)->틸로 [팔로] 슐츠
66835e00(Corey [Dlouhy] Dlouhy)->코리 [들로우히] 들로우히
fdc53ea6(Nico [Chico] Lee)->니코 [치코] 리
6e05b50b(Joshua [Josh] Hayes)->조슈아 [조쉬] 헤이스
eae2c0d2(Orion [Boom] Freeman)->오리온 [붐] 프리먼
3e5fd006(Shane [Bean] Husson)->셰인 [콩] 허슨
46bf0ee2(Tony [Tony] Ainerud)->토니 [토니] 아이네루드
66d2cad2(Matt [Worthy] Worth)->매트 [워디] 워스
2538082f(Tyler [Tyler] Goppert)->타일러 [타일러] 고페르트
a3f2a080(James [Zuliani] Zuli)->제임스 [줄리아니] 줄리
b3c90d9b(Nimbal [Ghan] Ghan)->님발 [간] 간
0e087742(Gregg [Gregg] Stratford)->그레그 [그레그] 스트랫포드
5652344c(Andrew [Hiller] Hiller)->앤드루 [힐러] 힐러
a8f6f496(James [James] Avery)->제임스 [제임스] 에이버리
2cef5c1f(Gunnar [Steincke] Steincke)->군나르 [슈타인케] 슈타인케
600d5523(Sean [Tack] Tackaberry)->숀 [택] 태커베리
5d6c19d9(Phanat [Ash] Pak)->파낫 [애쉬] 팍
667b7e79(Chris [Chris] Peltola)->크리스 [크리스] 펠톨라
8a53f1f1(John [Bubba] Lish)->존 [버바] 리시
e8ad7e6a(Andrew [Andrew] Youngs)->앤드루 [앤드루] 영스
05333cbe(Robert [Comb] Barnes)->로버트 [빗] 반스
5fd65a28(Matt [Chiller] Welbourne)->매트 [칠러] 웰버른
e2de9f3e(Denver [Den] Broderick)->덴버 [덴] 브로데릭
ecc28d9d(Kayden [Kay] Lambourne)->케이든 [케이] 램번
1001b5fe(Tobias [Toby] Russell)->토비아스 [토비] 러셀
62d45123(Brett [Brett] Beeman)->브렛 [브렛] 비맨
1cf002b7(Ludovic [Ludo] Wypych)->루도빅 [루도] 비피흐
ec0959f3(Ethan [Wit] Rooney)->이선 [위트] 루니
e6475840(Justin [Kietzman] Kietzman)->저스틴 [키에츠만] 키에츠만
903e1c32(Joakim [Jokk] Odnes Hansen)->요아킴 [요크] 오드네스 한센
5ecc8e14(Jiunwei [Rooks] Chen)->쥔웨이 [룩스] 천
bbede3ff(Boris [Sunny] De La Roux)->보리스 [써니] 데 라 루
dc74ad34(Matthias [Nobis] Nobis)->마티아스 [노비스] 노비스
62c5745a(Lou [Paretto] Paretto)->루 [파레토] 파레토
1107338f(Jason [Mouse] Spruill)->제이슨 [마우스] 스프루일
faea41e3(James [Ocelot] Ducain)->제임스 [오셀롯] 듀케인
5ffe00a0(Daniel [Daniel] Hoddevik)->다니엘 [다니엘] 호데비크
91866545(Thomas [Tom] Tompkins)->토마스 [톰] 톰킨스
165ab3c7(Jeffrey [Jeff] Balaban)->제프리 [제프] 발라반
f6bb59ff(Alex [Gore] Kane)->알렉스 [고어] 케인
e469aef2(Kars [Gottschal] Gottschal)->카르스 [고트샬] 고트샬
2aace74e(Iain [Mack] McCracken)->이언 [맥] 맥크라켄
a1aa05f0(Ricol [Ric] Winguld)->리콜 [릭] 윈굴드
8c7070be(Chak [Mantis] Mlaxpin)->착 [사마귀] 믈락스핀
c35a7e11(Mathias [Bechi] Becher)->마티아스 [베치] 베허
dda6654d(Sam [Wood] Wood)->샘 [우드] 우드
79c4c0cd(Kevin [Wick] Gerwick)->케빈 [윅] 거윅
a6c60f54(Luke [Doc] Apple)->루크 [닥터] 애플
8b1c871b(Bastiaan [Bierhof] Bierhof)->바스티안 [비어호프] 비어호프
f50c6913(Peter [Piet] Dahl-Dichman)->피터 [피트] 달-디히만
d1979ae7(Alanon [Irving] Irving)->알라논 [어빙] 어빙
9ac1f26b(Adisa [Adi] Spero)->아디사 [아디] 스페로
7d85a703(Philip [Phil] McGee)->필립 [필] 맥기
fb7089ea(Edward [Ed] Dawn)->에드워드 [에드] 던
1e252259(Patapam [Nyaku] Iepcast)->파타팜 [냐쿠] 이엡캐스트
7c858dd4(Andre [Andre] Custodio)->안드레 [안드레] 쿠스토디오
1c22d8fc(Angus [Gus] Sologinkin)->앵거스 [거스] 솔로긴킨
687cb8fc(Blake [Stoddart] Stoddart)->블레이크 [스토다트] 스토다트
4885f416(Oliver [Oliver] Clasen)->올리버 [올리버] 클라센
734d2883(Christian [Trox] Troller)->크리스티안 [트록스] 트롤러
e7cde961(Jack [Jack] Heron)->잭 [잭] 헤론
05467e28(Mathew [Pimlott] Pimlott)->매튜 [핌롯] 핌롯
e17e37b4(Douglas [Wally] Waldorf)->더글라스 [월리] 발도르프
eae6cd65(Jeremy [Pavleck] Pavleck)->제레미 [파블렉] 파블렉
